simplified,traditional,pinyin,zhuyin,meaning,hsk_level,pos,frequency_hsk,frequency_rank_hsk,hsk_level_main,frequency_subtlex,per_million,log_frequency,context_diversity,context_diversity_pct,log_context_diversity,frequency_rank_subtlex,in_subtlex
遇险,遇險,yùxiǎn,ㄩˋ ㄒㄧㄢˇ,to get into difficulties; to meet with danger,7-9,动,37062,9833,7-9,25.0,0.75,1.3979,13.0,0.21,1.1139,2851.0,True
和蔼,和藹,hé’ǎi,ㄏㄜˊ ㄞˇ,kindly; nice; amiable,7-9,形,37049,9834,7-9,108.0,3.22,2.0334,85.0,1.36,1.9294,2768.0,True
送别,送別,sòngbié,ㄙㄨㄥˋ ㄅㄧㄝˊ,to see sb off; to bid farewell (to sb),7-9,动,37043,9835,7-9,34.0,1.01,1.5315,29.0,0.46,1.4624,2842.0,True
豁,豁,huō,ㄏㄨㄛ,to play Chinese finger-guessing game; opening; stake all; sacrifice; crack; slit; open; clear; liberal-minded; generous; to exempt; to remit,7-9,动,37035,9836,7-9,9.0,0.27,0.9542,9.0,0.14,0.9542,2867.0,True
揣测,揣測,chuǎicè,ㄔㄨㄞˇ ㄘㄜˋ,to guess; to conjecture,7-9,动,36990,9838,7-9,25.0,0.75,1.3979,24.0,0.38,1.3802,2851.0,True
无关紧要,無關緊要,wúguān-jǐnyào,ㄨˊ ㄍㄨㄢ ㄐㄧㄣˇ ㄧㄠˋ,indifferent; insignificant,7-9,unknown,36930,9839,7-9,435.0,12.97,2.6385,387.0,6.2,2.5877,2441.0,True
生命线,生命線,shēngmìngxiàn,ㄕㄥ ㄇㄧㄥˋ ㄒㄧㄢˋ,lifeline,7-9,名,36844,9842,7-9,14.0,0.42,1.1461,14.0,0.22,1.1461,2862.0,True
沉甸甸,沉甸甸,chéndiàndiàn,ㄔㄣˊ ㄉㄧㄢˋ ㄉㄧㄢˋ,heavy,7-9,形,36842,9843,7-9,4.0,0.12,0.6021,4.0,0.06,0.6021,2872.0,True
警犬,警犬,jǐngquǎn,ㄐㄧㄥˇ ㄑㄩㄢˇ,police dog,7-9,名,36822,9844,7-9,72.0,2.15,1.8573,57.0,0.91,1.7559,2804.0,True
自强不息,自強不息,zìqiáng-bùxī,ㄗˋ ㄑㄧㄤˊ ㄅㄨˋ ㄒㄧ,to strive unremittingly; self-improvement,7-9,unknown,36744,9845,7-9,5.0,0.15,0.699,2.0,0.03,0.301,2871.0,True
泄密,洩密,xièmì,ㄒㄧㄝˋ ㄇㄧˋ,to leak secrets,7-9,动,36736,9846,7-9,94.0,2.8,1.9731,69.0,1.11,1.8388,2782.0,True
狭义,狹義,xiáyì,ㄒㄧㄚˊ ㄧˋ,narrow sense; restricted sense,7-9,名,36704,9847,7-9,1.0,0.03,0.0,1.0,0.02,0.0,2875.0,True
寥寥无几,寥寥無幾,liáoliáo-wújǐ,ㄌㄧㄠˊ ㄌㄧㄠˊ ㄨˊ ㄐㄧˇ,(idiom) very few,7-9,unknown,36577,9848,7-9,10.0,0.3,1.0,10.0,0.16,1.0,2866.0,True
受罪,受罪,shòuzuì,ㄕㄡˋ ㄗㄨㄟˋ,to endure; to suffer; hardships; torments; a hard time; a nuisance,7-9,动,36577,9848,7-9,103.0,3.07,2.0128,92.0,1.47,1.9638,2773.0,True
陨石,隕石,yǔnshí,ㄩㄣˇ ㄕˊ,"meteorite; aerolite; CL:塊|块[kuai4],顆|颗[ke1]",7-9,名,36576,9849,7-9,225.0,6.71,2.3522,58.0,0.93,1.7634,2651.0,True
笨拙,笨拙,bènzhuō,ㄅㄣˋ ㄓㄨㄛ,clumsy; awkward; stupid,7-9,形,36574,9850,7-9,152.0,4.53,2.1818,124.0,1.99,2.0934,2724.0,True
竹竿,竹竿,zhúgān,ㄓㄨˊ ㄍㄢ,bamboo pole,7-9,名,36566,9851,7-9,18.0,0.54,1.2553,17.0,0.27,1.2304,2858.0,True
提纲,提綱,tígāng,ㄊㄧˊ ㄍㄤ,outline; synopsis; notes,7-9,名,36554,9852,7-9,14.0,0.42,1.1461,13.0,0.21,1.1139,2862.0,True
松树,松樹,sōngshù,ㄙㄨㄥ ㄕㄨˋ,pine; pine tree; CL:棵[ke1],7-9,名,36539,9853,7-9,77.0,2.3,1.8865,53.0,0.85,1.7243,2799.0,True
不了了之,不了了之,bùliǎo-liǎozhī,ㄅㄨˋ ㄌㄧㄠˇ ㄌㄧㄠˇ ㄓ,to settle a matter by leaving it unsettled; to end up with nothing definite,7-9,unknown,36534,9854,7-9,28.0,0.83,1.4472,26.0,0.42,1.415,2848.0,True
兴盛,興盛,xīngshèng,ㄒㄧㄥ ㄕㄥˋ,to flourish; to thrive,7-9,形,36525,9855,7-9,13.0,0.39,1.1139,13.0,0.21,1.1139,2863.0,True
荒诞,荒誕,huāngdàn,ㄏㄨㄤ ㄉㄢˋ,beyond belief; incredible; preposterous; fantastic,7-9,形,36521,9856,7-9,60.0,1.79,1.7782,54.0,0.86,1.7324,2816.0,True
卧铺,臥鋪,wòpù,ㄨㄛˋ ㄆㄨˋ,a bed (on a train); a couchette,7-9,名,36492,9857,7-9,10.0,0.3,1.0,8.0,0.13,0.9031,2866.0,True
取笑,取笑,qǔxiào,ㄑㄩˇ ㄒㄧㄠˋ,to tease; to make fun of,7-9,动,36438,9858,7-9,361.0,10.76,2.5575,286.0,4.58,2.4564,2515.0,True
口头禅,口頭禪,kǒutóuchán,ㄎㄡˇ ㄊㄡˊ ㄔㄢˊ,Zen saying repeated as cant; (fig.) catchphrase; mantra; favorite expression; stock phrase,7-9,名,36415,9859,7-9,59.0,1.76,1.7709,38.0,0.61,1.5798,2817.0,True
队形,隊形,duìxíng,ㄉㄨㄟˋ ㄒㄧㄥˊ,formation,7-9,名,36376,9860,7-9,72.0,2.15,1.8573,38.0,0.61,1.5798,2804.0,True
罢休,罷休,bàxiū,ㄅㄚˋ ㄒㄧㄡ,to give up; to abandon (a goal etc); to let sth go; forget it; let the matter drop,7-9,动,36319,9861,7-9,147.0,4.38,2.1673,143.0,2.29,2.1553,2729.0,True
徒劳,徒勞,túláo,ㄊㄨˊ ㄌㄠˊ,futile,7-9,动,36288,9863,7-9,92.0,2.74,1.9638,87.0,1.39,1.9395,2784.0,True
珍视,珍視,zhēnshì,ㄓㄣ ㄕˋ,to place great importance on; to treasure,7-9,动,36281,9864,7-9,36.0,1.07,1.5563,33.0,0.53,1.5185,2840.0,True
凶恶,凶惡,xiōng'è,ㄒㄩㄥ ㄜˋ,"fierce; ferocious; fiendish; frightening; variant of 兇惡|凶恶, fierce; ferocious; fiendish; frightening",7-9,形,36237,9865,7-9,51.0,1.52,1.7076,46.0,0.74,1.6628,2825.0,True
导火索,導火索,dǎohuǒsuǒ,ㄉㄠˇ ㄏㄨㄛˇ ㄙㄨㄛˇ,fuse (for explosive),7-9,名,36176,9866,7-9,39.0,1.16,1.5911,38.0,0.61,1.5798,2837.0,True
山脉,山脈,shānmài,ㄕㄢ ㄇㄞˋ,mountain range; CL:條|条[tiao2],7-9,名,36165,9867,7-9,120.0,3.58,2.0792,87.0,1.39,1.9395,2756.0,True
贫乏,貧乏,pínfá,ㄆㄧㄣˊ ㄈㄚˊ,impoverished; lacking; deficient; limited; meager; impoverishment; lack; deficiency,7-9,形,36091,9869,7-9,13.0,0.39,1.1139,12.0,0.19,1.0792,2863.0,True
蔚蓝,蔚藍,wèilán,ㄨㄟˋ ㄌㄢˊ,azure; sky-blue,7-9,形,36083,9870,7-9,24.0,0.72,1.3802,15.0,0.24,1.1761,2852.0,True
水涨船高,水漲船高,shuǐzhǎng-chuángāo,ㄕㄨㄟˇ ㄓㄤˇ ㄔㄨㄢˊ ㄍㄠ,"the tide rises, the boat floats (idiom); fig. to change with the overall trend; to develop according to the situation",7-9,unknown,36052,9872,7-9,3.0,0.09,0.4771,3.0,0.05,0.4771,2873.0,True
喜闻乐见,喜聞樂見,xǐwén-lèjiàn,ㄒㄧˇ ㄨㄣˊ ㄌㄜˋ ㄐㄧㄢˋ,to love to hear and see (idiom); well received; to one's liking,7-9,unknown,36050,9873,7-9,2.0,0.06,0.301,2.0,0.03,0.301,2874.0,True
谦逊,謙遜,qiānxùn,ㄑㄧㄢ ㄒㄩㄣˋ,humble; modest; unpretentious; modesty,7-9,形,36035,9874,7-9,58.0,1.73,1.7634,47.0,0.75,1.6721,2818.0,True
开明,開明,kāimíng,ㄎㄞ ㄇㄧㄥˊ,enlightened; open-minded; enlightenment,7-9,形,36005,9875,7-9,44.0,1.31,1.6435,37.0,0.59,1.5682,2832.0,True
间歇,間歇,jiànxiē,ㄐㄧㄢˋ ㄒㄧㄝ,to stop in the middle of sth; intermittent; intermittence,7-9,动,36000,9876,7-9,47.0,1.4,1.6721,41.0,0.66,1.6128,2829.0,True
内行,內行,nèiháng,ㄋㄟˋ ㄏㄤˊ,expert; adept; experienced; an expert; a professional,7-9,形、名,35991,9877,7-9,31.0,0.92,1.4914,30.0,0.48,1.4771,2845.0,True
出息,出息,chūxi,ㄔㄨ ㄒㄧ,"to yield interest, profit etc; to exhale (Buddhism); future prospects; profit; to mature; to grow up",7-9,名,35949,9878,7-9,50.0,1.49,1.699,44.0,0.7,1.6435,2826.0,True
打赌,打賭,dǎdǔ,ㄉㄚˇ ㄉㄨˇ,to bet; to make a bet; a wager,7-9,动,35924,9880,7-9,1595.0,47.55,3.2028,1178.0,18.87,3.0711,1500.0,True
污蔑,污衊,wūmiè,ㄨ ㄇㄧㄝˋ,variant of 污衊|污蔑[wu1 mie4]; to slander; to smear; to tarnish,7-9,动,35909,9881,7-9,22.0,0.66,1.3424,22.0,0.35,1.3424,2854.0,True
粗鲁,粗魯,cūlǔ,ㄘㄨ ㄌㄨˇ,coarse; crude (in one's manner); boorish,7-9,形,35896,9883,7-9,372.0,11.09,2.5705,308.0,4.93,2.4886,2504.0,True
崎岖,崎嶇,qíqū,ㄑㄧˊ ㄑㄩ,rugged; craggy,7-9,形,35875,9884,7-9,42.0,1.25,1.6232,30.0,0.48,1.4771,2834.0,True
乐此不疲,樂此不疲,lècǐ-bùpí,ㄌㄜˋ ㄘˇ ㄅㄨˋ ㄆㄧˊ,to enjoy sth and never tire of it (idiom); (idiom) to enjoy sth and never tire of it,7-9,unknown,35843,9885,7-9,18.0,0.54,1.2553,17.0,0.27,1.2304,2858.0,True
拜见,拜見,bàijiàn,ㄅㄞˋ ㄐㄧㄢˋ,to pay a formal visit; to call to pay respects; to meet one's senior or superior,7-9,动,35829,9886,7-9,27.0,0.8,1.4314,25.0,0.4,1.3979,2849.0,True
揣摩,揣摩,chuǎimó,ㄔㄨㄞˇ ㄇㄛˊ,to analyze; to try to figure out; to try to fathom,7-9,动,35780,9887,7-9,16.0,0.48,1.2041,12.0,0.19,1.0792,2860.0,True
笼统,籠統,lǒngtǒng,ㄌㄨㄥˇ ㄊㄨㄥˇ,general; broad; sweeping; lacking in detail; vague,7-9,形,35753,9888,7-9,12.0,0.36,1.0792,12.0,0.19,1.0792,2864.0,True
茂密,茂密,màomì,ㄇㄠˋ ㄇㄧˋ,dense (of plant growth); lush,7-9,形,35731,9889,7-9,11.0,0.33,1.0414,11.0,0.18,1.0414,2865.0,True
诱饵,誘餌,yòu'ěr,ㄧㄡˋ ㄦˇ,bait,7-9,名,35714,9890,7-9,251.0,7.48,2.3997,185.0,2.96,2.2672,2625.0,True
深奥,深奧,shēn'ào,ㄕㄣ ㄠˋ,profound; abstruse; recondite; profoundly,7-9,形,35703,9891,7-9,51.0,1.52,1.7076,49.0,0.78,1.6902,2825.0,True
备课,備課,bèikè,ㄅㄟˋ ㄎㄜˋ,(of a teacher) to do one's lesson preparation,7-9,动,35689,9892,7-9,7.0,0.21,0.8451,5.0,0.08,0.699,2869.0,True
讲理,講理,jiǎnglǐ,ㄐㄧㄤˇ ㄌㄧˇ,to argue; to reason with sb; to talk sense; to be reasonable,7-9,动、形,35661,9894,7-9,49.0,1.46,1.6902,45.0,0.72,1.6532,2827.0,True
退步,退步,tuìbù,ㄊㄨㄟˋ ㄅㄨˋ,to do less well than before; to make a concession; setback; backward step; leeway; room to maneuver; fallback,7-9,动,35660,9895,7-9,54.0,1.61,1.7324,46.0,0.74,1.6628,2822.0,True
大名鼎鼎,大名鼎鼎,dàmíng-dǐngdǐng,ㄉㄚˋ ㄇㄧㄥˊ ㄉㄧㄥˇ ㄉㄧㄥˇ,grand reputation; renowned; famous,7-9,unknown,35538,9896,7-9,43.0,1.28,1.6335,39.0,0.62,1.5911,2833.0,True
举世瞩目,舉世矚目,jǔshì-zhǔmù,ㄐㄩˇ ㄕˋ ㄓㄨˇ ㄇㄨˋ,to receive worldwide attention,7-9,unknown,35522,9897,7-9,5.0,0.15,0.699,4.0,0.06,0.6021,2871.0,True
品行,品行,pǐnxíng,ㄆㄧㄣˇ ㄒㄧㄥˊ,behavior; moral conduct,7-9,名,35521,9898,7-9,42.0,1.25,1.6232,33.0,0.53,1.5185,2834.0,True
精益求精,精益求精,jīngyìqiújīng,ㄐㄧㄥ ㄧˋ ㄑㄧㄡˊ ㄐㄧㄥ,(idiom) to constantly seek to improve; to keep perfecting,7-9,unknown,35518,9899,7-9,5.0,0.15,0.699,5.0,0.08,0.699,2871.0,True
伯伯,伯伯,bóbo,ㄅㄛˊ ㄅㄛ˙,father's elder brother; uncle,7-9,名,35488,9900,7-9,25.0,0.75,1.3979,19.0,0.3,1.2788,2851.0,True
翻天覆地,翻天覆地,fāntiān-fùdì,ㄈㄢ ㄊㄧㄢ ㄈㄨˋ ㄉㄧˋ,sky and the earth turning upside down (idiom); fig. complete confusion; everything turned on its head,7-9,unknown,35488,9900,7-9,43.0,1.28,1.6335,40.0,0.64,1.6021,2833.0,True
告状,告狀,gàozhuàng,ㄍㄠˋ ㄓㄨㄤˋ,"to tell on sb; to complain (to a teacher, a superior etc); to bring a lawsuit",7-9,动,35446,9902,7-9,38.0,1.13,1.5798,32.0,0.51,1.5051,2838.0,True
悦耳,悅耳,yuè'ěr,ㄩㄝˋ ㄦˇ,sweet-sounding; beautiful (of sound),7-9,形,35351,9903,7-9,32.0,0.95,1.5051,28.0,0.45,1.4472,2844.0,True
遗物,遺物,yíwù,ㄧˊ ㄨˋ,remnant,7-9,名,35323,9904,7-9,98.0,2.92,1.9912,83.0,1.33,1.9191,2778.0,True
天分,天分,tiānfèn,ㄊㄧㄢ ㄈㄣˋ,natural gift; talent,7-9,名,35211,9905,7-9,233.0,6.95,2.3674,187.0,3.0,2.2718,2643.0,True
豁出去,豁出去,huōchuqu,ㄏㄨㄛ ㄔㄨ˙ ㄑㄩ˙,to throw caution to the wind; to press one's luck; to go for broke,7-9,动,35185,9907,7-9,48.0,1.43,1.6812,44.0,0.7,1.6435,2828.0,True
卸载,卸載,xièzài,ㄒㄧㄝˋ ㄗㄞˋ,to unload cargo; to uninstall (software),7-9,动,35148,9908,7-9,,,,,,,,False
碰巧,碰巧,pèngqiǎo,ㄆㄥˋ ㄑㄧㄠˇ,by chance; by coincidence; to happen to,7-9,副,35138,9909,7-9,506.0,15.08,2.7042,438.0,7.02,2.6415,2370.0,True
草药,草藥,cǎoyào,ㄘㄠˇ ㄧㄠˋ,herbal medicine,7-9,名,35099,9910,7-9,97.0,2.89,1.9868,65.0,1.04,1.8129,2779.0,True
大惊小怪,大驚小怪,dàjīng-xiǎoguài,ㄉㄚˋ ㄐㄧㄥ ㄒㄧㄠˇ ㄍㄨㄞˋ,to make a fuss about nothing (idiom),7-9,unknown,35089,9911,7-9,215.0,6.41,2.3324,194.0,3.11,2.2878,2661.0,True
与日俱增,與日俱增,yǔrì-jùzēng,ㄩˇ ㄖˋ ㄐㄩˋ ㄗㄥ,to increase steadily; to grow with each passing day,7-9,unknown,35051,9912,7-9,17.0,0.51,1.2304,16.0,0.26,1.2041,2859.0,True
祖籍,祖籍,zǔjí,ㄗㄨˇ ㄐㄧˊ,ancestral hometown; original domicile (and civil registration),7-9,名,35000,9913,7-9,4.0,0.12,0.6021,4.0,0.06,0.6021,2872.0,True
冲浪,衝浪,chōnglàng,ㄔㄨㄥ ㄌㄤˋ,to surf; surfing,7-9,动,34972,9914,7-9,866.0,25.81,2.9375,188.0,3.01,2.2742,2023.0,True
总而言之,總而言之,zǒng’éryánzhī,ㄗㄨㄥˇ ㄦˊ ㄧㄢˊ ㄓ,in short; in a word; in brief,7-9,unknown,34922,9915,7-9,76.0,2.27,1.8808,70.0,1.12,1.8451,2800.0,True
噩耗,噩耗,èhào,ㄜˋ ㄏㄠˋ,news of sb's death; sad news,7-9,名,34810,9916,7-9,32.0,0.95,1.5051,29.0,0.46,1.4624,2844.0,True
怂恿,慫恿,sǒngyǒng,ㄙㄨㄥˇ ㄩㄥˇ,to instigate; to incite; to urge; to encourage,7-9,动,34789,9918,7-9,60.0,1.79,1.7782,58.0,0.93,1.7634,2816.0,True
兢兢业业,兢兢業業,jīngjīngyèyè,ㄐㄧㄥ ㄐㄧㄥ ㄧㄝˋ ㄧㄝˋ,(idiom) conscientious; assiduous,7-9,形,34742,9919,7-9,17.0,0.51,1.2304,16.0,0.26,1.2041,2859.0,True
挟持,挾持,xiéchí,ㄒㄧㄝˊ ㄔˊ,to seize (sb) by the arms; to hold under duress; to abduct,7-9,动,34644,9920,7-9,92.0,2.74,1.9638,72.0,1.15,1.8573,2784.0,True
磨炼,磨煉,móliàn,ㄇㄛˊ ㄌㄧㄢˋ,variant of 磨練|磨练[mo2 lian4],7-9,动,34613,9921,7-9,9.0,0.27,0.9542,8.0,0.13,0.9031,2867.0,True
推辞,推辭,tuīcí,ㄊㄨㄟ ㄘˊ,"to decline (an appointment, invitation etc)",7-9,动,34576,9922,7-9,15.0,0.45,1.1761,15.0,0.24,1.1761,2861.0,True
勇往直前,勇往直前,yǒngwǎng-zhíqián,ㄩㄥˇ ㄨㄤˇ ㄓˊ ㄑㄧㄢˊ,to advance bravely,7-9,unknown,34464,9923,7-9,64.0,1.91,1.8062,57.0,0.91,1.7559,2812.0,True
无家可归,無家可歸,wújiā-kěguī,ㄨˊ ㄐㄧㄚ ㄎㄜˇ ㄍㄨㄟ,(idiom) homeless,7-9,unknown,34458,9924,7-9,359.0,10.7,2.5551,269.0,4.31,2.4298,2517.0,True
百科全书,百科全書,bǎikē quánshū,ㄅㄞˇ ㄎㄜ ㄑㄩㄢˊ ㄕㄨ,"encyclopedia; CL:本[ben3],集[ji2]",7-9,unknown,34442,9925,7-9,40.0,1.19,1.6021,34.0,0.54,1.5315,2836.0,True
分寸,分寸,fēncun,ㄈㄣ ㄘㄨㄣ˙,propriety; appropriate behavior; proper speech or action; within the norms,7-9,名,34439,9926,7-9,23.0,0.69,1.3617,22.0,0.35,1.3424,2853.0,True
眼红,眼紅,yǎnhóng,ㄧㄢˇ ㄏㄨㄥˊ,to covet; envious; jealous; green with envy; infuriated; furious,7-9,形,34396,9928,7-9,25.0,0.75,1.3979,24.0,0.38,1.3802,2851.0,True
格格不入,格格不入,gégé-búrù,ㄍㄜˊ ㄍㄜˊ ㄅㄨˋ ㄖㄨˋ,(idiom) inharmonious; incompatible,7-9,unknown,34325,9929,7-9,50.0,1.49,1.699,48.0,0.77,1.6812,2826.0,True
趁早,趁早,chènzǎo,ㄔㄣˋ ㄗㄠˇ,as soon as possible; at the first opportunity; the sooner the better; before it's too late,7-9,副,34308,9930,7-9,38.0,1.13,1.5798,37.0,0.59,1.5682,2838.0,True
临街,臨街,línjiē,ㄌㄧㄣˊ ㄐㄧㄝ,facing the street,7-9,动,34274,9931,7-9,3.0,0.09,0.4771,3.0,0.05,0.4771,2873.0,True
跳伞,跳傘,tiàosǎn,ㄊㄧㄠˋ ㄙㄢˇ,to parachute; to bail out; parachute jumping,7-9,动,34236,9932,7-9,164.0,4.89,2.2148,78.0,1.25,1.8921,2712.0,True
公立,公立,gōnglì,ㄍㄨㄥ ㄌㄧˋ,"public (e.g. school, hospital)",7-9,形,34225,9933,7-9,150.0,4.47,2.1761,93.0,1.49,1.9685,2726.0,True
气馁,氣餒,qìněi,ㄑㄧˋ ㄋㄟˇ,to be discouraged,7-9,形,34221,9934,7-9,48.0,1.43,1.6812,47.0,0.75,1.6721,2828.0,True
款待,款待,kuǎndài,ㄎㄨㄢˇ ㄉㄞˋ,to entertain; to be hospitable to,7-9,动,34204,9935,7-9,137.0,4.08,2.1367,121.0,1.94,2.0828,2739.0,True
水土,水土,shuǐtǔ,ㄕㄨㄟˇ ㄊㄨˇ,water and soil; surface water; natural environment (extended meaning); climate,7-9,名,34109,9936,7-9,5.0,0.15,0.699,5.0,0.08,0.699,2871.0,True
宽厚,寬厚,kuānhòu,ㄎㄨㄢ ㄏㄡˋ,tolerant; generous; magnanimous; thick and broad (build); thick and deep (voice),7-9,形,34093,9937,7-9,14.0,0.42,1.1461,14.0,0.22,1.1461,2862.0,True
有朝一日,有朝一日,yǒuzhāo-yírì,ㄧㄡˇ ㄓㄠ ㄧ ㄖˋ,one day; sometime in the future,7-9,unknown,34090,9938,7-9,64.0,1.91,1.8062,61.0,0.98,1.7853,2812.0,True
万无一失,萬無一失,wànwú-yìshī,ㄨㄢˋ ㄨˊ ㄧ ㄕ,surefire; absolutely safe (idiom),7-9,unknown,34035,9939,7-9,86.0,2.56,1.9345,80.0,1.28,1.9031,2790.0,True
记号,記號,jìhao,ㄐㄧˋ ㄏㄠ˙,mark; symbol; notation; seal,7-9,名,34027,9940,7-9,251.0,7.48,2.3997,194.0,3.11,2.2878,2625.0,True
拍板,拍板,pāibǎn,ㄆㄞ ㄅㄢˇ,wooden clappers (percussion instrument); to beat time with clappers (for a singer); (auctioneer's) board or gavel; to slap the board to signal a sale; to bring down the gavel; (fig.) to make a decision; to have the final say,7-9,动,34013,9941,7-9,14.0,0.42,1.1461,14.0,0.22,1.1461,2862.0,True
泥潭,泥潭,nítán,ㄋㄧˊ ㄊㄢˊ,quagmire,7-9,名,33998,9942,7-9,44.0,1.31,1.6435,43.0,0.69,1.6335,2832.0,True
包庇,包庇,bāobì,ㄅㄠ ㄅㄧˋ,to shield; to harbor; to cover up,7-9,动,33968,9943,7-9,64.0,1.91,1.8062,49.0,0.78,1.6902,2812.0,True
夹子,夾子,jiāzi,ㄐㄧㄚ ㄗ˙,clip; clamp; tongs; folder; wallet,7-9,名,33941,9944,7-9,80.0,2.38,1.9031,50.0,0.8,1.699,2796.0,True
心病,心病,xīnbìng,ㄒㄧㄣ ㄅㄧㄥˋ,anxiety; sore point; secret worry; mental disorder; heart disease (medicine),7-9,名,33924,9945,7-9,18.0,0.54,1.2553,18.0,0.29,1.2553,2858.0,True
纽扣,紐扣,niǔkòu,ㄋㄧㄡˇ ㄎㄡˋ,button,7-9,名,33916,9946,7-9,159.0,4.74,2.2014,78.0,1.25,1.8921,2717.0,True
打猎,打獵,dǎliè,ㄉㄚˇ ㄌㄧㄝˋ,to go hunting,7-9,动,33875,9948,7-9,282.0,8.41,2.4502,173.0,2.77,2.238,2594.0,True
扫墓,掃墓,sǎomù,ㄙㄠˇ ㄇㄨˋ,to sweep a grave (and pay one's respects to the dead person),7-9,动,33872,9949,7-9,12.0,0.36,1.0792,11.0,0.18,1.0414,2864.0,True
笛子,笛子,dízi,ㄉㄧˊ ㄗ˙,bamboo flute; CL:管[guan3],7-9,名,33752,9950,7-9,39.0,1.16,1.5911,25.0,0.4,1.3979,2837.0,True
津津有味,津津有味,jīnjīn-yǒuwèi,ㄐㄧㄣ ㄐㄧㄣ ㄧㄡˇ ㄨㄟˋ,with keen interest (idiom); with great pleasure; with gusto; eagerly,7-9,unknown,33677,9951,7-9,4.0,0.12,0.6021,4.0,0.06,0.6021,2872.0,True
退让,退讓,tuìràng,ㄊㄨㄟˋ ㄖㄤˋ,to move aside; to get out of the way; to back down; to concede,7-9,动,33668,9952,7-9,28.0,0.83,1.4472,25.0,0.4,1.3979,2848.0,True
谎话,謊話,huǎnghuà,ㄏㄨㄤˇ ㄏㄨㄚˋ,lie,7-9,名,33609,9953,7-9,375.0,11.18,2.574,297.0,4.76,2.4728,2501.0,True
抱负,抱負,bàofù,ㄅㄠˋ ㄈㄨˋ,aspiration; ambition,7-9,名,33593,9954,7-9,68.0,2.03,1.8325,63.0,1.01,1.7993,2808.0,True
斟酌,斟酌,zhēnzhuó,ㄓㄣ ㄓㄨㄛˊ,to consider; to deliberate; to fill up a cup to the brim,7-9,动,33559,9955,7-9,21.0,0.63,1.3222,19.0,0.3,1.2788,2855.0,True
翠绿,翠綠,cuìlǜ,ㄘㄨㄟˋ ㄌㄩˋ,greenish-blue; emerald green,7-9,形,33512,9956,7-9,12.0,0.36,1.0792,6.0,0.1,0.7782,2864.0,True
确凿,確鑿,quèzáo,ㄑㄩㄝˋ ㄗㄠˊ,definite; conclusive; undeniable; authentic; also pr. [que4 zuo4],7-9,形,33499,9957,7-9,186.0,5.54,2.2695,162.0,2.59,2.2095,2690.0,True
多心,多心,duōxīn,ㄉㄨㄛ ㄒㄧㄣ,oversensitive; suspicious,7-9,动,33456,9958,7-9,6.0,0.18,0.7782,6.0,0.1,0.7782,2870.0,True
比试,比試,bǐshi,ㄅㄧˇ ㄕˋ,to have a competition; to measure with one's hand or arm; to make a gesture of measuring,7-9,动,33450,9959,7-9,48.0,1.43,1.6812,27.0,0.43,1.4314,2828.0,True
源远流长,源遠流長,yuányuǎn-liúcháng,ㄩㄢˊ ㄩㄢˇ ㄌㄧㄡˊ ㄔㄤˊ,lit. source is distant and the flow is long (idiom); fig. sth goes back to the dim and distant past; a lot of water has flowed under the bridge since then,7-9,unknown,33394,9960,7-9,,,,,,,,False
烘托,烘托,hōngtuō,ㄏㄨㄥ ㄊㄨㄛ,background (of a painting); backdrop; a foil (to set off something to advantage); to offset (something to advantage),7-9,动,33301,9961,7-9,4.0,0.12,0.6021,4.0,0.06,0.6021,2872.0,True
弊病,弊病,bìbìng,ㄅㄧˋ ㄅㄧㄥˋ,malady; evil; malpractice; drawback; disadvantage,7-9,名,33298,9962,7-9,6.0,0.18,0.7782,6.0,0.1,0.7782,2870.0,True
实话实说,實話實說,shíhuà-shíshuō,ㄕˊ ㄏㄨㄚˋ ㄕˊ ㄕㄨㄛ,to tell the truth; to tell it as it is,7-9,unknown,33201,9963,7-9,336.0,10.02,2.5263,299.0,4.79,2.4757,2540.0,True
伯父,伯父,bófù,ㄅㄛˊ ㄈㄨˋ,father's elder brother; term of respect for older man; CL:個|个[ge4],7-9,名,33133,9964,7-9,39.0,1.16,1.5911,20.0,0.32,1.301,2837.0,True
交响乐,交響樂,jiāoxiǎngyuè,ㄐㄧㄠ ㄒㄧㄤˇ ㄩㄝˋ,symphony,7-9,名,33014,9966,7-9,45.0,1.34,1.6532,34.0,0.54,1.5315,2831.0,True
藐视,藐視,miǎoshì,ㄇㄧㄠˇ ㄕˋ,to despise; to look down on,7-9,动,32993,9967,7-9,131.0,3.91,2.1173,96.0,1.54,1.9823,2745.0,True
冒犯,冒犯,màofàn,ㄇㄠˋ ㄈㄢˋ,to offend,7-9,动,32972,9968,7-9,896.0,26.71,2.9523,711.0,11.39,2.8519,1996.0,True
物证,物證,wùzhèng,ㄨˋ ㄓㄥˋ,material evidence,7-9,名,32957,9969,7-9,213.0,6.35,2.3284,135.0,2.16,2.1303,2663.0,True
寓言,寓言,yùyán,ㄩˋ ㄧㄢˊ,fable; allegory; parable; CL:則|则[ze2],7-9,名,32914,9970,7-9,22.0,0.66,1.3424,20.0,0.32,1.301,2854.0,True
连贯,連貫,liánguàn,ㄌㄧㄢˊ ㄍㄨㄢˋ,"to link up (disparate elements); coherent (narrative, argument etc)",7-9,动,32892,9971,7-9,42.0,1.25,1.6232,38.0,0.61,1.5798,2834.0,True
